label,Ort,Gemeindeschluessel,Gemeinde,Bundesland,Landkreis
"Teutschenthal (Saalekreis, Sachsen-Anhalt)",Teutschenthal,15088365,Teutschenthal,Sachsen-Anhalt,Saalekreis
Thaden,Thaden,01058161,Thaden,Schleswig-Holstein,Rendsburg-Eckernförde
Thaleischweiler-Fröschen,Thaleischweiler-Fröschen,07340017,Herschberg,Rheinland-Pfalz,Südwestpfalz
Thalfang,Thalfang,07231123,Thalfang,Rheinland-Pfalz,Bernkastel-Wittlich
Thallwitz,Thallwitz,14729380,Thallwitz,Sachsen,Leipzig
Thalmässing,Thalmässing,09576148,Thalmässing,Bayern,Roth
Thandorf,Thandorf,13074073,Schlagsdorf,Mecklenburg-Vorpommern,Nordwestmecklenburg
Thannhausen,Thannhausen,09774185,Thannhausen,Bayern,Günzburg
Tharandt,Tharandt,14628110,Freital,Sachsen,Sächsische Schweiz-Osterzgebirge
Thedinghausen,Thedinghausen,03361013,Thedinghausen,Niedersachsen,Verden
Theilheim,Theilheim,09679193,Theilheim,Bayern,Würzburg
"Theres (Haßberge, Bayern) [09674147]",Theres,09674147,Haßfurt,Bayern,Haßberge
"Theres (Haßberge, Bayern) [09674180]",Theres,09674180,Theres,Bayern,Haßberge
Thierschneck,Thierschneck,16074099,Thierschneck,Thüringen,Saale-Holzland-Kreis
Thiersheim,Thiersheim,09479158,Thiersheim,Bayern,Wunsiedel i. Fichtelgebirge
Tholey,Tholey,10046118,Tholey,Saarland,St. Wendel
Thomasburg,Thomasburg,03355036,Thomasburg,Niedersachsen,Lüneburg
Thonhausen,Thonhausen,16077047,Thonhausen,Thüringen,Altenburger Land
Thumby,Thumby,01058162,Thumby,Schleswig-Holstein,Rendsburg-Eckernförde
Thurnau,Thurnau,09477157,Thurnau,Bayern,Kulmbach
Tiefenbach,Tiefenbach,09372163,Tiefenbach,Bayern,Cham
Tiefenthal,Tiefenthal,07332027,Hettenleidelheim,Rheinland-Pfalz,Bad Dürkheim
Timmaspe,Timmaspe,01058163,Timmaspe,Schleswig-Holstein,Rendsburg-Eckernförde
Tinningstedt,Tinningstedt,01054136,Tinningstedt,Schleswig-Holstein,Nordfriesland
Tirschendorf,Tirschendorf,14523230,Mühlental,Sachsen,Vogtlandkreis
Titisee-Neustadt,Titisee-Neustadt,08315113,Titisee-Neustadt,Baden-Württemberg,Breisgau-Hochschwarzwald
Titting,Titting,09176137,Kinding,Bayern,Eichstätt
"Titz (Düren, Nordrhein-Westfalen) [05358048]",Titz,05358048,Niederzier,Nordrhein-Westfalen,Düren
"Titz (Düren, Nordrhein-Westfalen) [05358056]",Titz,05358056,Titz,Nordrhein-Westfalen,Düren
Todesfelde,Todesfelde,01060088,Todesfelde,Schleswig-Holstein,Segeberg
Tonna,Tonna,16064003,Bad Langensalza,Thüringen,Unstrut-Hainich-Kreis
Toppenstedt,Toppenstedt,03353034,Toppenstedt,Niedersachsen,Harburg
Tostedt,Tostedt,03353027,Otter,Niedersachsen,Harburg
Tottleben,Tottleben,16064062,Tottleben,Thüringen,Unstrut-Hainich-Kreis
Traunstein,Traunstein,09189155,Traunstein,Bayern,Traunstein
Trautskirchen,Trautskirchen,09575166,Trautskirchen,Bayern,Neustadt a.d. Aisch-Bad Windsheim
Travenbrück,Travenbrück,01060093,Wakendorf I,Schleswig-Holstein,Segeberg
Trebbichau,Trebbichau,15082377,Südliches Anhalt,Sachsen-Anhalt,Anhalt-Bitterfeld
Trebbin,Trebbin,12072426,Trebbin,Brandenburg,Teltow-Fläming
Trebel,Trebel,03354023,Trebel,Niedersachsen,Lüchow-Dannenberg
Trebendorf,Trebendorf,14626560,Trebendorf,Sachsen,Görlitz
Trebra,Trebra,16065075,Trebra,Thüringen,Kyffhäuserkreis
Trebsen,Trebsen,14729400,Trebsen/Mulde,Sachsen,Leipzig
"Treia (Nordfriesland, Schleswig-Holstein)",Treia,01054004,Ahrenviölfeld,Schleswig-Holstein,Nordfriesland
"Treia (Schleswig-Flensburg, Schleswig-Holstein)",Treia,01059092,Treia,Schleswig-Holstein,Schleswig-Flensburg
Treis-Karden,Treis-Karden,07135082,Treis-Karden,Rheinland-Pfalz,Cochem-Zell
"Trendelburg (Höxter, Hessen)",Trendelburg,05762008,Beverungen,Hessen,Höxter
"Trendelburg (Kassel, Hessen)",Trendelburg,06633025,Trendelburg,Hessen,Kassel
"Trennewurth (Dithmarschen, Schleswig-Holstein) [01051046]",Trennewurth,01051046,Helse,Schleswig-Holstein,Dithmarschen
"Trennewurth (Dithmarschen, Schleswig-Holstein) [01051062]",Trennewurth,01051062,Kronprinzenkoog,Schleswig-Holstein,Dithmarschen
"Trennewurth (Dithmarschen, Schleswig-Holstein) [01051118]",Trennewurth,01051118,Trennewurth,Schleswig-Holstein,Dithmarschen
Treplin,Treplin,12064480,Treplin,Brandenburg,Märkisch-Oderland
"Treuen (Vogtlandkreis, Sachsen) [14523270]",Treuen,14523270,Neuensalz,Sachsen,Vogtlandkreis
"Treuen (Vogtlandkreis, Sachsen) [14523430]",Treuen,14523430,Treuen,Sachsen,Vogtlandkreis
Treuenbrietzen,Treuenbrietzen,12069632,Treuenbrietzen,Brandenburg,Potsdam-Mittelmark
Tribsees,Tribsees,13073093,Tribsees,Mecklenburg-Vorpommern,Vorpommern-Rügen
Trierweiler,Trierweiler,07235137,Trierweiler,Rheinland-Pfalz,Trier-Saarburg
Triglitz,Triglitz,12070393,Triglitz,Brandenburg,Prignitz
Trinwillershagen,Trinwillershagen,13073094,Trinwillershagen,Mecklenburg-Vorpommern,Vorpommern-Rügen
Triptis,Triptis,16075116,Triptis,Thüringen,Saale-Orla-Kreis
Trogen,Trogen,09475182,Trogen,Bayern,Hof
Trollenhagen,Trollenhagen,13071145,Trollenhagen,Mecklenburg-Vorpommern,Mecklenburgische Seenplatte
Trostberg,Trostberg,09189157,Trostberg,Bayern,Traunstein
Trügleben,Trügleben,16067088,Hörsel,Thüringen,Gotha
Turnow-Preilack,Turnow-Preilack,12071304,Peitz,Brandenburg,Spree-Neiße
Tuttlingen,Tuttlingen,08327025,Immendingen,Baden-Württemberg,Tuttlingen
Twedt,Twedt,01059097,Twedt,Schleswig-Holstein,Schleswig-Flensburg
Twist,Twist,03454054,Twist,Niedersachsen,Emsland
Twistetal,Twistetal,06635018,Twistetal,Hessen,Waldeck-Frankenberg
Twistringen,Twistringen,03251042,Twistringen,Niedersachsen,Diepholz
Tännesberg,Tännesberg,09374159,Tännesberg,Bayern,Neustadt a.d. Waldnaab
Tönisvorst,Tönisvorst,05166028,Tönisvorst,Nordrhein-Westfalen,Viersen
Tönning,Tönning,01054138,Tönning,Schleswig-Holstein,Nordfriesland
Töpen,Töpen,09475181,Töpen,Bayern,Hof
Tübingen,Tübingen,08416041,Tübingen,Baden-Württemberg,Tübingen
Tülau,Tülau,03151032,Tülau,Niedersachsen,Gifhorn
"Tüttendorf (Rendsburg-Eckernförde, Schleswig-Holstein) [01058112]",Tüttendorf,01058112,Neuwittenbek,Schleswig-Holstein,Rendsburg-Eckernförde
"Tüttendorf (Rendsburg-Eckernförde, Schleswig-Holstein) [01058165]",Tüttendorf,01058165,Tüttendorf,Schleswig-Holstein,Rendsburg-Eckernförde
Tüttleben,Tüttleben,16067071,Tüttleben,Thüringen,Gotha
Uchte,Uchte,03256033,Uchte,Niedersachsen,Nienburg (Weser)
Uckerfelde,Uckerfelde,12073578,Uckerfelde,Brandenburg,Uckermark
Uckerland,Uckerland,12073579,Uckerland,Brandenburg,Uckermark
Udenheim,Udenheim,07331064,Udenheim,Rheinland-Pfalz,Alzey-Worms
Uebigau,Uebigau,12062500,Uebigau-Wahrenbrück,Brandenburg,Elbe-Elster
"Uedem (Kleve, Nordrhein-Westfalen) [05154024]",Uedem,05154024,Kalkar,Nordrhein-Westfalen,Kleve
"Uedem (Kleve, Nordrhein-Westfalen) [05154056]",Uedem,05154056,Uedem,Nordrhein-Westfalen,Kleve
Uehrde,Uehrde,03158031,Uehrde,Niedersachsen,Wolfenbüttel
Uelitz,Uelitz,13076141,Uelitz,Mecklenburg-Vorpommern,Ludwigslust-Parchim
Uelsby,Uelsby,01059093,Uelsby,Schleswig-Holstein,Schleswig-Flensburg
"Uelvesbüll (Nordfriesland, Schleswig-Holstein) [01054095]",Uelvesbüll,01054095,Oldenswort,Schleswig-Holstein,Nordfriesland
"Uelvesbüll (Nordfriesland, Schleswig-Holstein) [01054141]",Uelvesbüll,01054141,Uelvesbüll,Schleswig-Holstein,Nordfriesland
Uelzen,Uelzen,03360025,Uelzen,Niedersachsen,Uelzen
Uersfeld,Uersfeld,07233242,Uersfeld,Rheinland-Pfalz,Vulkaneifel
"Uetersen (Pinneberg, Schleswig-Holstein) [01056036]",Uetersen,01056036,Moorrege,Schleswig-Holstein,Pinneberg
"Uetersen (Pinneberg, Schleswig-Holstein) [01056049]",Uetersen,01056049,Uetersen,Schleswig-Holstein,Pinneberg
Uettingen,Uettingen,09679196,Uettingen,Bayern,Würzburg
Uetze,Uetze,03241018,Uetze,Niedersachsen,Region Hannover
Uffenheim,Uffenheim,09575168,Uffenheim,Bayern,Neustadt a.d. Aisch-Bad Windsheim
Uhler,Uhler,07140153,Uhler,Rheinland-Pfalz,Rhein-Hunsrück-Kreis
Uhrsleben,Uhrsleben,15083205,Erxleben,Sachsen-Anhalt,Börde
Ulmet,Ulmet,07336099,Ulmet,Rheinland-Pfalz,Kusel
"Ulrichstein (Vogelsbergkreis, Hessen) [06535012]",Ulrichstein,06535012,Lautertal (Vogelsberg),Hessen,Vogelsbergkreis
"Ulrichstein (Vogelsbergkreis, Hessen) [06535018]",Ulrichstein,06535018,Ulrichstein,Hessen,Vogelsbergkreis
Ulsnis,Ulsnis,01059094,Ulsnis,Schleswig-Holstein,Schleswig-Flensburg
Ummanz,Ummanz,13073095,Ummanz,Mecklenburg-Vorpommern,Vorpommern-Rügen
Ummendorf,Ummendorf,08426120,Ummendorf,Baden-Württemberg,Biberach
Undenheim,Undenheim,07339060,Undenheim,Rheinland-Pfalz,Mainz-Bingen
Unkenbach,Unkenbach,07333078,Unkenbach,Rheinland-Pfalz,Donnersbergkreis
"Unna (Dortmund, Nordrhein-Westfalen)",Unna,05913000,Dortmund,Nordrhein-Westfalen,Dortmund
"Unna (Unna, Nordrhein-Westfalen)",Unna,05978036,Unna,Nordrhein-Westfalen,Unna
Unseburg,Unseburg,15089041,Bördeaue,Sachsen-Anhalt,Salzlandkreis
Unsleben,Unsleben,09673175,Unsleben,Bayern,Rhön-Grabfeld
Unterbreizbach,Unterbreizbach,16063078,Unterbreizbach,Thüringen,Wartburgkreis
Unteregg,Unteregg,09777124,Eggenthal,Bayern,Ostallgäu
Unterlüß,Unterlüß,03351026,Südheide,Niedersachsen,Celle
Untermerzbach,Untermerzbach,09674210,Untermerzbach,Bayern,Haßberge
Unterschleißheim,Unterschleißheim,09184149,Unterschleißheim,Bayern,München
Unterschneidheim,Unterschneidheim,08136075,Unterschneidheim,Baden-Württemberg,Ostalbkreis
Unterthingau,Unterthingau,09777111,Aitrang,Bayern,Ostallgäu
Untrasried,Untrasried,09777176,Untrasried,Bayern,Ostallgäu
Unzenberg,Unzenberg,07140154,Unzenberg,Rheinland-Pfalz,Rhein-Hunsrück-Kreis
"Upahl (Nordwestmecklenburg, Mecklenburg-Vorpommern) [13074026]",Upahl,13074026,Grevesmühlen,Mecklenburg-Vorpommern,Nordwestmecklenburg
"Upahl (Nordwestmecklenburg, Mecklenburg-Vorpommern) [13074079]",Upahl,13074079,Upahl,Mecklenburg-Vorpommern,Nordwestmecklenburg
"Upgant-Schott (Aurich, Niedersachsen) [03452017]",Upgant-Schott,03452017,Marienhafe,Niedersachsen,Aurich
"Upgant-Schott (Aurich, Niedersachsen) [03452024]",Upgant-Schott,03452024,Upgant-Schott,Niedersachsen,Aurich
Uplengen,Uplengen,03457020,Uplengen,Niedersachsen,Leer
Uppershausen,Uppershausen,07232128,Uppershausen,Rheinland-Pfalz,Eifelkreis Bitburg-Prüm
Urschmitt,Urschmitt,07135085,Urschmitt,Rheinland-Pfalz,Cochem-Zell
Ursensollen,Ursensollen,09371154,Ursensollen,Bayern,Amberg-Sulzbach
Urspringen,Urspringen,09677193,Urspringen,Bayern,Main-Spessart
Uslar,Uslar,03155012,Uslar,Niedersachsen,Northeim
"Utarp (Wittmund, Niedersachsen) [03462013]",Utarp,03462013,Schweindorf,Niedersachsen,Wittmund
"Utarp (Wittmund, Niedersachsen) [03462016]",Utarp,03462016,Utarp,Niedersachsen,Wittmund
Utersum,Utersum,01054143,Utersum,Schleswig-Holstein,Nordfriesland
Uthleben,Uthleben,16062064,Heringen/Helme,Thüringen,Nordhausen
"Uttenweiler (Biberach, Baden-Württemberg) [08426109]",Uttenweiler,08426109,Seekirch,Baden-Württemberg,Biberach
"Uttenweiler (Biberach, Baden-Württemberg) [08426124]",Uttenweiler,08426124,Uttenweiler,Baden-Württemberg,Biberach
Utzenhain,Utzenhain,07140156,Utzenhain,Rheinland-Pfalz,Rhein-Hunsrück-Kreis
Vaale,Vaale,01061105,Vaale,Schleswig-Holstein,Steinburg
"Vacha (Wartburgkreis, Thüringen) [16063011]",Vacha,16063011,Buttlar,Thüringen,Wartburgkreis
"Vacha (Wartburgkreis, Thüringen) [16063082]",Vacha,16063082,Vacha,Thüringen,Wartburgkreis
Vahlbruch,Vahlbruch,03255035,Vahlbruch,Niedersachsen,Holzminden
Vahldorf,Vahldorf,15083390,Niedere Börde,Sachsen-Anhalt,Börde
Vaihingen,Vaihingen,08118073,Vaihingen an der Enz,Baden-Württemberg,Ludwigsburg
"Varel (Ammerland, Niedersachsen)",Varel,03451008,Wiefelstede,Niedersachsen,Ammerland
"Varel (Friesland, Niedersachsen)",Varel,03455026,Varel,Niedersachsen,Friesland
Vastorf,Vastorf,03355038,Vastorf,Niedersachsen,Lüneburg
Vechelde,Vechelde,03157007,Vechelde,Niedersachsen,Peine
Vechta,Vechta,03460009,Vechta,Niedersachsen,Vechta
Vehlitz,Vehlitz,15086055,Gommern,Sachsen-Anhalt,Jerichower Land
Veitsbronn,Veitsbronn,09573130,Veitsbronn,Bayern,Fürth
"Velbert (Mettmann, Nordrhein-Westfalen)",Velbert,05158032,Velbert,Nordrhein-Westfalen,Mettmann
"Velbert (Wuppertal, Nordrhein-Westfalen)",Velbert,05124000,Wuppertal,Nordrhein-Westfalen,Wuppertal
Velburg,Velburg,09373167,Velburg,Bayern,Neumarkt i.d. OPf.
"Veldenz (Bernkastel-Wittlich, Rheinland-Pfalz) [07231087]",Veldenz,07231087,Monzelfeld,Rheinland-Pfalz,Bernkastel-Wittlich
"Veldenz (Bernkastel-Wittlich, Rheinland-Pfalz) [07231126]",Veldenz,07231126,Veldenz,Rheinland-Pfalz,Bernkastel-Wittlich
"Velen (Borken, Nordrhein-Westfalen) [05554016]",Velen,05554016,Gescher,Nordrhein-Westfalen,Borken
"Velen (Borken, Nordrhein-Westfalen) [05554064]",Velen,05554064,Velen,Nordrhein-Westfalen,Borken
Vellahn,Vellahn,13076142,Vellahn,Mecklenburg-Vorpommern,Ludwigslust-Parchim
Velten,Velten,12065332,Velten,Brandenburg,Oberhavel
Ventschow,Ventschow,13074082,Ventschow,Mecklenburg-Vorpommern,Nordwestmecklenburg
Verden,Verden,03361012,Verden (Aller),Niedersachsen,Verden
Veringenstadt,Veringenstadt,08417075,Winterlingen,Baden-Württemberg,Zollernalbkreis
Verl,Verl,05754032,Rietberg,Nordrhein-Westfalen,Gütersloh
Versmold,Versmold,05754048,Versmold,Nordrhein-Westfalen,Gütersloh
Vestenbergsgreuth,Vestenbergsgreuth,09572159,Vestenbergsgreuth,Bayern,Erlangen-Höchstadt
Vetschau,Vetschau,12066320,Vetschau/Spreewald,Brandenburg,Oberspreewald-Lausitz
Vettweiß,Vettweiß,05358060,Vettweiß,Nordrhein-Westfalen,Düren
Viechtach,Viechtach,09276144,Viechtach,Bayern,Regen
Viereth-Trunstadt,Viereth-Trunstadt,09471207,Viereth-Trunstadt,Bayern,Bamberg
Vierkirchen,Vierkirchen,14626570,Vierkirchen,Sachsen,Görlitz
Vierlinden,Vierlinden,12064482,Vierlinden,Brandenburg,Märkisch-Oderland
Viersen,Viersen,05166032,Viersen,Nordrhein-Westfalen,Viersen
Villingen-Schwenningen,Villingen-Schwenningen,08326074,Villingen-Schwenningen,Baden-Württemberg,Schwarzwald-Baar-Kreis
Villmar,Villmar,06533015,Villmar,Hessen,Limburg-Weilburg
Vinningen,Vinningen,07340053,Vinningen,Rheinland-Pfalz,Südwestpfalz
"Visbek (Cloppenburg, Niedersachsen)",Visbek,03453005,Emstek,Niedersachsen,Cloppenburg
"Visbek (Vechta, Niedersachsen)",Visbek,03460010,Visbek,Niedersachsen,Vechta
"Visselhövede (Rotenburg (Wümme), Niedersachsen) [03357006]",Visselhövede,03357006,Bothel,Niedersachsen,Rotenburg (Wümme)
"Visselhövede (Rotenburg (Wümme), Niedersachsen) [03357051]",Visselhövede,03357051,Visselhövede,Niedersachsen,Rotenburg (Wümme)
Viöl,Viöl,01054144,Viöl,Schleswig-Holstein,Nordfriesland
Vlotho,Vlotho,05758036,Vlotho,Nordrhein-Westfalen,Herford
"Voerde (Wesel, Nordrhein-Westfalen) [05170016]",Voerde,05170016,Hünxe,Nordrhein-Westfalen,Wesel
"Voerde (Wesel, Nordrhein-Westfalen) [05170044]",Voerde,05170044,Voerde (Niederrhein),Nordrhein-Westfalen,Wesel
Vogelsberg,Vogelsberg,16068056,Vogelsberg,Thüringen,Sömmerda
Vogt,Vogt,08436078,Vogt,Baden-Württemberg,Ravensburg
Vogtsburg,Vogtsburg,08315133,Vogtsburg im Kaiserstuhl,Baden-Württemberg,Breisgau-Hochschwarzwald
Voigtsdorf,Voigtsdorf,14522090,Dorfchemnitz,Sachsen,Mittelsachsen
Volkenschwand,Volkenschwand,09273178,Volkenschwand,Bayern,Kelheim
Volkmarsen,Volkmarsen,06635020,Volkmarsen,Hessen,Waldeck-Frankenberg
Vollersode,Vollersode,03356010,Vollersode,Niedersachsen,Osterholz
Vollstedt,Vollstedt,01054146,Vollstedt,Schleswig-Holstein,Nordfriesland
"Volsemenhusen (Dithmarschen, Schleswig-Holstein) [01051090]",Volsemenhusen,01051090,Ramhusen,Schleswig-Holstein,Dithmarschen
"Volsemenhusen (Dithmarschen, Schleswig-Holstein) [01051119]",Volsemenhusen,01051119,Volsemenhusen,Schleswig-Holstein,Dithmarschen
Voltlage,Voltlage,03459032,Voltlage,Niedersachsen,Osnabrück
Vorbeck,Vorbeck,13072110,Vorbeck,Mecklenburg-Vorpommern,Rostock
Vordorf,Vordorf,03151034,Vordorf,Niedersachsen,Gifhorn
Vorwerk,Vorwerk,03357052,Vorwerk,Niedersachsen,Rotenburg (Wümme)
Vreden,Vreden,05554068,Vreden,Nordrhein-Westfalen,Borken
Vrees,Vrees,03454055,Vrees,Niedersachsen,Emsland
Vöhl,Vöhl,06635019,Vöhl,Hessen,Waldeck-Frankenberg
Völpke,Völpke,15083515,Völpke,Sachsen-Anhalt,Börde
Völschow,Völschow,13075140,Völschow,Mecklenburg-Vorpommern,Vorpommern-Greifswald
Waabs,Waabs,01058166,Waabs,Schleswig-Holstein,Rendsburg-Eckernförde
Waal,Waal,09777177,Waal,Bayern,Ostallgäu
Wachau,Wachau,14625600,Wachau,Sachsen,Bautzen
Wachenheim,Wachenheim,07331046,Mölsheim,Rheinland-Pfalz,Alzey-Worms
Wachtendonk,Wachtendonk,05154060,Wachtendonk,Nordrhein-Westfalen,Kleve
"Wacken (Steinburg, Schleswig-Holstein) [01061013]",Wacken,01061013,Bokelrehm,Schleswig-Holstein,Steinburg
"Wacken (Steinburg, Schleswig-Holstein) [01061107]",Wacken,01061107,Wacken,Schleswig-Holstein,Steinburg
Wadern,Wadern,10042116,Wadern,Saarland,Merzig-Wadern
Wadersloh,Wadersloh,05570048,Wadersloh,Nordrhein-Westfalen,Warendorf
Waffenbrunn,Waffenbrunn,09372168,Waffenbrunn,Bayern,Cham
"Wagenfeld (Diepholz, Niedersachsen) [03251006]",Wagenfeld,03251006,Barver,Niedersachsen,Diepholz
"Wagenfeld (Diepholz, Niedersachsen) [03251044]",Wagenfeld,03251044,Wagenfeld,Niedersachsen,Diepholz
Waging a. See,Waging a. See,09189162,Waging a. See,Bayern,Traunstein
Wahlbach,Wahlbach,07140158,Wahlbach,Rheinland-Pfalz,Rhein-Hunsrück-Kreis
Wahlenau,Wahlenau,07140159,Wahlenau,Rheinland-Pfalz,Rhein-Hunsrück-Kreis
Wahlheim,Wahlheim,07331067,Wahlheim,Rheinland-Pfalz,Alzey-Worms
Wahlstorf,Wahlstorf,01057084,Wahlstorf,Schleswig-Holstein,Plön
Wahnwegen,Wahnwegen,07336101,Wahnwegen,Rheinland-Pfalz,Kusel
Wahrenholz,Wahrenholz,03151036,Wahrenholz,Niedersachsen,Gifhorn
Waidhaus,Waidhaus,09374164,Waidhaus,Bayern,Neustadt a.d. Waldnaab
Waigandshain,Waigandshain,07143302,Waigandshain,Rheinland-Pfalz,Westerwaldkreis
Waigolshausen,Waigolshausen,09678190,Waigolshausen,Bayern,Schweinfurt
Walchum,Walchum,03454056,Walchum,Niedersachsen,Emsland
Wald,Wald,09372169,Wald,Bayern,Cham
Wald-Michelbach,Wald-Michelbach,06431021,Wald-Michelbach,Hessen,Bergstraße
Waldalgesheim,Waldalgesheim,07339062,Waldalgesheim,Rheinland-Pfalz,Mainz-Bingen
Waldbröl,Waldbröl,05374044,Waldbröl,Nordrhein-Westfalen,Oberbergischer Kreis
Waldburg,Waldburg,08436079,Waldburg,Baden-Württemberg,Ravensburg
Waldeck,Waldeck,06635021,Waldeck,Hessen,Waldeck-Frankenberg
Waldfeucht,Waldfeucht,05370032,Waldfeucht,Nordrhein-Westfalen,Heinsberg
Waldfischbach-Burgalben,Waldfischbach-Burgalben,07340015,Heltersberg,Rheinland-Pfalz,Südwestpfalz
Waldgrehweiler,Waldgrehweiler,07333079,Waldgrehweiler,Rheinland-Pfalz,Donnersbergkreis
"Waldheim (Mittelsachsen, Sachsen) [14522080]",Waldheim,14522080,Döbeln,Sachsen,Mittelsachsen
"Waldheim (Mittelsachsen, Sachsen) [14522570]",Waldheim,14522570,Waldheim,Sachsen,Mittelsachsen
Waldmünchen,Waldmünchen,09372171,Waldmünchen,Bayern,Cham
Waldrach,Waldrach,07235141,Waldrach,Rheinland-Pfalz,Trier-Saarburg
Waldsolms,Waldsolms,06532022,Waldsolms,Hessen,Lahn-Dill-Kreis
Walhausen,Walhausen,07135088,Walhausen,Rheinland-Pfalz,Cochem-Zell
Walkendorf,Walkendorf,13072111,Walkendorf,Mecklenburg-Vorpommern,Rostock
"Walldürn (Miltenberg, Bayern)",Walldürn,09676119,Eichenbühl,Bayern,Miltenberg
"Walldürn (Neckar-Odenwald-Kreis, Baden-Württemberg) [08225014]",Walldürn,08225014,Buchen (Odenwald),Baden-Württemberg,Neckar-Odenwald-Kreis
"Walldürn (Neckar-Odenwald-Kreis, Baden-Württemberg) [08225109]",Walldürn,08225109,Walldürn,Baden-Württemberg,Neckar-Odenwald-Kreis
Wallenhorst,Wallenhorst,03459033,Wallenhorst,Niedersachsen,Osnabrück
Wallersdorf,Wallersdorf,09279137,Wallersdorf,Bayern,Dingolfing-Landau
Wallertheim,Wallertheim,07331068,Wallertheim,Rheinland-Pfalz,Alzey-Worms
"Wallhausen (Schwäbisch Hall, Baden-Württemberg) [08127073]",Wallhausen,08127073,Satteldorf,Baden-Württemberg,Schwäbisch Hall
"Wallhausen (Schwäbisch Hall, Baden-Württemberg) [08127091]",Wallhausen,08127091,Wallhausen,Baden-Württemberg,Schwäbisch Hall
Wallsbüll,Wallsbüll,01059173,Wallsbüll,Schleswig-Holstein,Schleswig-Flensburg
Walsdorf,Walsdorf,09471208,Walsdorf,Bayern,Bamberg
Walshausen,Walshausen,07340226,Walshausen,Rheinland-Pfalz,Südwestpfalz
"Walsleben (Ostprignitz-Ruppin, Brandenburg)",Walsleben,12068306,Märkisch Linden,Brandenburg,Ostprignitz-Ruppin
"Walsleben (Stendal, Sachsen-Anhalt)",Walsleben,15090415,Osterburg (Altmark),Sachsen-Anhalt,Stendal
"Walsrode (Heidekreis, Niedersachsen) [03358003]",Walsrode,03358003,Böhme,Niedersachsen,Heidekreis
"Walsrode (Heidekreis, Niedersachsen) [03358024]",Walsrode,03358024,Walsrode,Niedersachsen,Heidekreis
Waltenhofen,Waltenhofen,09780143,Waltenhofen,Bayern,Oberallgäu
Waltersdorf,Waltersdorf,12072298,Niederer Fläming,Brandenburg,Teltow-Fläming
Waltershausen,Waltershausen,16067072,Waltershausen,Thüringen,Gotha
Walting,Walting,09176165,Walting,Bayern,Eichstätt
"Waltrop (Recklinghausen, Nordrhein-Westfalen) [05562008]",Waltrop,05562008,Datteln,Nordrhein-Westfalen,Recklinghausen
"Waltrop (Recklinghausen, Nordrhein-Westfalen) [05562036]",Waltrop,05562036,Waltrop,Nordrhein-Westfalen,Recklinghausen
Walzbachtal,Walzbachtal,08215089,Walzbachtal,Baden-Württemberg,Karlsruhe
Wanderup,Wanderup,01059174,Wanderup,Schleswig-Holstein,Schleswig-Flensburg
"Wandlitz (Barnim, Brandenburg) [12060024]",Wandlitz,12060024,Biesenthal,Brandenburg,Barnim
"Wandlitz (Barnim, Brandenburg) [12060269]",Wandlitz,12060269,Wandlitz,Brandenburg,Barnim
Wangelau,Wangelau,01053128,Wangelau,Schleswig-Holstein,Herzogtum Lauenburg
"Wangels (Ostholstein, Schleswig-Holstein) [01055020]",Wangels,01055020,Harmsdorf,Schleswig-Holstein,Ostholstein
"Wangels (Ostholstein, Schleswig-Holstein) [01055043]",Wangels,01055043,Wangels,Schleswig-Holstein,Ostholstein
Wangenheim,Wangenheim,16067074,Wangenheim,Thüringen,Gotha
Wangerland,Wangerland,03455020,Wangerland,Niedersachsen,Friesland
Wanna,Wanna,03352055,Wanna,Niedersachsen,Cuxhaven
"Wanzleben-Börde (Börde, Sachsen-Anhalt) [15083415]",Wanzleben-Börde,15083415,Oschersleben (Bode),Sachsen-Anhalt,Börde
"Wanzleben-Börde (Börde, Sachsen-Anhalt) [15083531]",Wanzleben-Börde,15083531,Wanzleben-Börde,Sachsen-Anhalt,Börde
Wapelfeld,Wapelfeld,01058167,Wapelfeld,Schleswig-Holstein,Rendsburg-Eckernförde
Warburg,Warburg,05762036,Warburg,Nordrhein-Westfalen,Höxter
"Wardenburg (Cloppenburg, Niedersachsen)",Wardenburg,03453008,Garrel,Niedersachsen,Cloppenburg
"Wardenburg (Oldenburg, Niedersachsen)",Wardenburg,03458013,Wardenburg,Niedersachsen,Oldenburg
"Warendorf (Warendorf, Nordrhein-Westfalen) [05570024]",Warendorf,05570024,Everswinkel,Nordrhein-Westfalen,Warendorf
"Warendorf (Warendorf, Nordrhein-Westfalen) [05570052]",Warendorf,05570052,Warendorf,Nordrhein-Westfalen,Warendorf
