"Dim1","Dim2","Dim3","Dim4","Val"
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE258","FlexNoConstraints","ev",0.11920219
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE258","FlexNoConstraints","pv",1.33208563
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE258","NoFlexNoConstraints","pv",1.318732
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE259","FlexNoConstraints","ev",0.64918277
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE259","FlexNoConstraints","pv",0.95317531
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE259","NoFlexNoConstraints","pv",0.96587
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE25A","FlexNoConstraints","pv",3.7462867
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE25A","NoFlexNoConstraints","pv",3.75387
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE25B","FlexNoConstraints","ev",0.05208576
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE25B","FlexNoConstraints","pv",0.8466164
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE25B","NoFlexNoConstraints","pv",0.830172
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE25C","FlexNoConstraints","pv",4.83440043
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE25C","NoFlexNoConstraints","pv",4.827218
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE264","FlexNoConstraints","ev",0.58938701
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE264","FlexNoConstraints","pv",1.25038783
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE264","NoFlexNoConstraints","pv",1.269694
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE265","FlexNoConstraints","ev",0.41880449
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE265","FlexNoConstraints","pv",1.15234456
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE265","NoFlexNoConstraints","pv",1.179992
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE266","FlexNoConstraints","ev",0.61935312
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE266","FlexNoConstraints","pv",0.42682339
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE266","NoFlexNoConstraints","pv",0.471748
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE267","FlexNoConstraints","ev",0.34820488
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE267","FlexNoConstraints","pv",1.87242039
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE267","NoFlexNoConstraints","pv",1.997354
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE268","FlexNoConstraints","ev",0.47393323
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE268","FlexNoConstraints","pv",2.21221328
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE268","NoFlexNoConstraints","pv",2.694106
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE269","FlexNoConstraints","ev",0.98136152
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE269","FlexNoConstraints","pv",1.02568662
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE269","NoFlexNoConstraints","pv",1.076014
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE26A","FlexNoConstraints","ev",0.38045254
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE26A","FlexNoConstraints","pv",1.5361448
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE26A","NoFlexNoConstraints","pv",1.562752
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE26B","FlexNoConstraints","ev",0.41181769
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE26B","FlexNoConstraints","pv",2.07427154
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE26B","NoFlexNoConstraints","pv",2.110246
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE26C","FlexNoConstraints","ev",0.88791328
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE26C","FlexNoConstraints","pv",2.57755218
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE26C","NoFlexNoConstraints","pv",2.667772
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE275","FlexNoConstraints","ev",0.30194085
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE275","FlexNoConstraints","pv",1.20120449
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE275","NoFlexNoConstraints","pv",1.23162
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE276","FlexNoConstraints","ev",1.04980526
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE276","FlexNoConstraints","pv",3.7397261
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE276","NoFlexNoConstraints","pv",3.851204
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE277","FlexNoConstraints","pv",4.95820176
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE277","NoFlexNoConstraints","pv",4.90851
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE278","FlexNoConstraints","ev",0.6802669
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE278","FlexNoConstraints","pv",2.796136
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE278","NoFlexNoConstraints","pv",3.267154
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE279","FlexNoConstraints","pv",2.22733055
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE279","NoFlexNoConstraints","pv",2.187256
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE27A","FlexNoConstraints","ev",0.53900006
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE27A","FlexNoConstraints","pv",1.096886
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE27A","NoFlexNoConstraints","pv",1.107716
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE27B","FlexNoConstraints","ev",1.00546523
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE27B","FlexNoConstraints","pv",2.33292462
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE27B","NoFlexNoConstraints","pv",2.390966
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE27C","FlexNoConstraints","ev",0.92795685
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE27C","FlexNoConstraints","pv",3.07919123
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE27C","NoFlexNoConstraints","pv",3.26275
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE27D","FlexNoConstraints","ev",0.68455247
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE27D","FlexNoConstraints","pv",2.61801404
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE27D","NoFlexNoConstraints","pv",2.859162
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE27E","FlexNoConstraints","ev",0.9139907
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE27E","FlexNoConstraints","pv",1.72585262
