flex,year,run,h,val
baseFlex,2045,FlexNoConstraints,h4333,7935.9504
baseFlex,2045,FlexNoConstraints,h4334,10942.9243
baseFlex,2045,FlexNoConstraints,h4335,13087.2297
baseFlex,2045,FlexNoConstraints,h4336,16594.9752
baseFlex,2045,FlexNoConstraints,h4337,21747.7946
baseFlex,2045,FlexNoConstraints,h4338,2814.2789
baseFlex,2045,FlexNoConstraints,h4339,0.0
baseFlex,2045,FlexNoConstraints,h4340,0.0
baseFlex,2045,FlexNoConstraints,h4341,0.0
baseFlex,2045,FlexNoConstraints,h4342,0.0
baseFlex,2045,FlexNoConstraints,h4343,0.0
baseFlex,2045,FlexNoConstraints,h4344,0.0
baseFlex,2045,FlexNoConstraints,h4345,0.0
baseFlex,2045,FlexNoConstraints,h4346,0.0
baseFlex,2045,FlexNoConstraints,h4347,0.0
baseFlex,2045,FlexNoConstraints,h4348,0.0
baseFlex,2045,FlexNoConstraints,h4349,0.0
baseFlex,2045,FlexNoConstraints,h4350,0.0
baseFlex,2045,FlexNoConstraints,h4351,0.0
baseFlex,2045,FlexNoConstraints,h4352,0.0
baseFlex,2045,FlexNoConstraints,h4353,16532.585
baseFlex,2045,FlexNoConstraints,h4354,52012.2135
baseFlex,2045,FlexNoConstraints,h4355,33607.1961
baseFlex,2045,FlexNoConstraints,h4356,5986.2035
baseFlex,2045,FlexNoConstraints,h4357,9979.9147
baseFlex,2045,FlexNoConstraints,h4358,10169.6594
baseFlex,2045,FlexNoConstraints,h4359,13072.3655
baseFlex,2045,FlexNoConstraints,h4360,14377.248
baseFlex,2045,FlexNoConstraints,h4361,22889.0609
baseFlex,2045,FlexNoConstraints,h4362,3425.6679
baseFlex,2045,FlexNoConstraints,h4363,0.0
baseFlex,2045,FlexNoConstraints,h4364,0.0
baseFlex,2045,FlexNoConstraints,h4365,0.0
baseFlex,2045,FlexNoConstraints,h4366,0.0
baseFlex,2045,FlexNoConstraints,h4367,0.0
baseFlex,2045,FlexNoConstraints,h4368,0.0
baseFlex,2045,FlexNoConstraints,h4369,0.0
baseFlex,2045,FlexNoConstraints,h4370,0.0
baseFlex,2045,FlexNoConstraints,h4371,0.0
baseFlex,2045,FlexNoConstraints,h4372,0.0
baseFlex,2045,FlexNoConstraints,h4373,375.125
baseFlex,2045,FlexNoConstraints,h4374,0.0
baseFlex,2045,FlexNoConstraints,h4375,0.0
baseFlex,2045,FlexNoConstraints,h4376,2432.707
baseFlex,2045,FlexNoConstraints,h4377,22914.8912
baseFlex,2045,FlexNoConstraints,h4378,79492.4461
baseFlex,2045,FlexNoConstraints,h4379,4259.4557
baseFlex,2045,FlexNoConstraints,h4380,7290.5305
baseFlex,2045,FlexNoConstraints,h4381,8659.0924
baseFlex,2045,FlexNoConstraints,h4382,11244.1589
baseFlex,2045,FlexNoConstraints,h4383,11876.5612
baseFlex,2045,FlexNoConstraints,h4384,14520.7282
baseFlex,2045,FlexNoConstraints,h4385,22077.0427
baseFlex,2045,FlexNoConstraints,h4386,20442.8962
baseFlex,2045,FlexNoConstraints,h4387,0.0
baseFlex,2045,FlexNoConstraints,h4388,0.0
baseFlex,2045,FlexNoConstraints,h4389,0.0
baseFlex,2045,FlexNoConstraints,h4390,0.0
baseFlex,2045,FlexNoConstraints,h4391,0.0
baseFlex,2045,FlexNoConstraints,h4392,0.0
baseFlex,2045,FlexNoConstraints,h4393,0.0
baseFlex,2045,FlexNoConstraints,h4394,0.0
baseFlex,2045,FlexNoConstraints,h4395,0.0
baseFlex,2045,FlexNoConstraints,h4396,0.0
baseFlex,2045,FlexNoConstraints,h4397,0.0
baseFlex,2045,FlexNoConstraints,h4398,0.0
baseFlex,2045,FlexNoConstraints,h4399,0.0
baseFlex,2045,FlexNoConstraints,h4400,0.0
baseFlex,2045,FlexNoConstraints,h4401,1391.0464
baseFlex,2045,FlexNoConstraints,h4402,24337.8397
baseFlex,2045,FlexNoConstraints,h4403,60526.8302
baseFlex,2045,FlexNoConstraints,h4404,16817.3176
baseFlex,2045,FlexNoConstraints,h4405,10825.3387
baseFlex,2045,FlexNoConstraints,h4406,11597.8499
baseFlex,2045,FlexNoConstraints,h4407,12011.0662
baseFlex,2045,FlexNoConstraints,h4408,15094.0634
baseFlex,2045,FlexNoConstraints,h4409,16249.8613
baseFlex,2045,FlexNoConstraints,h4410,0.0
baseFlex,2045,FlexNoConstraints,h4411,0.0
baseFlex,2045,FlexNoConstraints,h4412,0.0
baseFlex,2045,FlexNoConstraints,h4413,0.0
baseFlex,2045,FlexNoConstraints,h4414,0.0
baseFlex,2045,FlexNoConstraints,h4415,0.0
baseFlex,2045,FlexNoConstraints,h4416,0.0
baseFlex,2045,FlexNoConstraints,h4417,0.0
baseFlex,2045,FlexNoConstraints,h4418,0.0
baseFlex,2045,FlexNoConstraints,h4419,0.0
baseFlex,2045,FlexNoConstraints,h4420,0.0
baseFlex,2045,FlexNoConstraints,h4421,0.0
baseFlex,2045,FlexNoConstraints,h4422,0.0
baseFlex,2045,FlexNoConstraints,h4423,0.0
baseFlex,2045,FlexNoConstraints,h4424,0.0
baseFlex,2045,FlexNoConstraints,h4425,17936.2855
baseFlex,2045,FlexNoConstraints,h4426,49132.5053
baseFlex,2045,FlexNoConstraints,h4427,38514.7322
baseFlex,2045,FlexNoConstraints,h4428,6149.7904
baseFlex,2045,FlexNoConstraints,h4429,9927.3177
baseFlex,2045,FlexNoConstraints,h4430,10088.2913
baseFlex,2045,FlexNoConstraints,h4431,12678.4788
baseFlex,2045,FlexNoConstraints,h4432,16050.713
baseFlex,2045,FlexNoConstraints,h4433,19878.8367
baseFlex,2045,FlexNoConstraints,h4434,8641.8682
baseFlex,2045,FlexNoConstraints,h4435,0.0
baseFlex,2045,FlexNoConstraints,h4436,0.0
baseFlex,2045,FlexNoConstraints,h4437,0.0
baseFlex,2045,FlexNoConstraints,h4438,0.0
baseFlex,2045,FlexNoConstraints,h4439,0.0
baseFlex,2045,FlexNoConstraints,h4440,0.0
baseFlex,2045,FlexNoConstraints,h4441,0.0
baseFlex,2045,FlexNoConstraints,h4442,0.0
baseFlex,2045,FlexNoConstraints,h4443,0.0
baseFlex,2045,FlexNoConstraints,h4444,0.0
baseFlex,2045,FlexNoConstraints,h4445,0.0
baseFlex,2045,FlexNoConstraints,h4446,0.0
baseFlex,2045,FlexNoConstraints,h4447,0.0
baseFlex,2045,FlexNoConstraints,h4448,0.0
baseFlex,2045,FlexNoConstraints,h4449,16977.1478
baseFlex,2045,FlexNoConstraints,h4450,14449.068
baseFlex,2045,FlexNoConstraints,h4451,33360.0325
baseFlex,2045,FlexNoConstraints,h4452,46151.0981
baseFlex,2045,FlexNoConstraints,h4453,8912.8145
baseFlex,2045,FlexNoConstraints,h4454,10603.2995
baseFlex,2045,FlexNoConstraints,h4455,12704.0814
baseFlex,2045,FlexNoConstraints,h4456,8746.5837
baseFlex,2045,FlexNoConstraints,h4457,0.0
baseFlex,2045,FlexNoConstraints,h4458,0.0
baseFlex,2045,FlexNoConstraints,h4459,0.0
baseFlex,2045,FlexNoConstraints,h4460,0.0
baseFlex,2045,FlexNoConstraints,h4461,0.0
baseFlex,2045,FlexNoConstraints,h4462,0.0
baseFlex,2045,FlexNoConstraints,h4463,0.0
baseFlex,2045,FlexNoConstraints,h4464,0.0
baseFlex,2045,FlexNoConstraints,h4465,0.0
baseFlex,2045,FlexNoConstraints,h4466,0.0
baseFlex,2045,FlexNoConstraints,h4467,0.0
baseFlex,2045,FlexNoConstraints,h4468,0.0
baseFlex,2045,FlexNoConstraints,h4469,0.0
baseFlex,2045,FlexNoConstraints,h4470,0.0
baseFlex,2045,FlexNoConstraints,h4471,6321.5999
baseFlex,2045,FlexNoConstraints,h4472,29344.029
baseFlex,2045,FlexNoConstraints,h4473,59264.0304
baseFlex,2045,FlexNoConstraints,h4474,33051.4564
baseFlex,2045,FlexNoConstraints,h4475,3515.0534
baseFlex,2045,FlexNoConstraints,h4476,5908.5419
baseFlex,2045,FlexNoConstraints,h4477,9102.3706
baseFlex,2045,FlexNoConstraints,h4478,10656.7225
baseFlex,2045,FlexNoConstraints,h4479,11919.0627
baseFlex,2045,FlexNoConstraints,h4480,15620.1032
baseFlex,2045,FlexNoConstraints,h4481,23185.4919
baseFlex,2045,FlexNoConstraints,h4482,0.0
baseFlex,2045,FlexNoConstraints,h4483,0.0
baseFlex,2045,FlexNoConstraints,h4484,0.0
baseFlex,2045,FlexNoConstraints,h4485,0.0
baseFlex,2045,FlexNoConstraints,h4486,0.0
baseFlex,2045,FlexNoConstraints,h4487,0.0
baseFlex,2045,FlexNoConstraints,h4488,0.0
baseFlex,2045,FlexNoConstraints,h4489,0.0
baseFlex,2045,FlexNoConstraints,h4490,0.0
baseFlex,2045,FlexNoConstraints,h4491,0.0
baseFlex,2045,FlexNoConstraints,h4492,0.0
baseFlex,2045,FlexNoConstraints,h4493,0.0
baseFlex,2045,FlexNoConstraints,h4494,0.0
baseFlex,2045,FlexNoConstraints,h4495,0.0
baseFlex,2045,FlexNoConstraints,h4496,0.0
baseFlex,2045,FlexNoConstraints,h4497,15531.133
baseFlex,2045,FlexNoConstraints,h4498,46006.2795
baseFlex,2045,FlexNoConstraints,h4499,37456.7067
baseFlex,2045,FlexNoConstraints,h4500,5701.7137
baseFlex,2045,FlexNoConstraints,h4501,9983.0325
baseFlex,2045,FlexNoConstraints,h4502,10494.397
baseFlex,2045,FlexNoConstraints,h4503,11876.8353
baseFlex,2045,FlexNoConstraints,h4504,8787.6187
baseFlex,2045,FlexNoConstraints,h4505,0.0
baseFlex,2045,FlexNoConstraints,h4506,0.0
baseFlex,2045,FlexNoConstraints,h4507,0.0
baseFlex,2045,FlexNoConstraints,h4508,0.0
baseFlex,2045,FlexNoConstraints,h4509,0.0
baseFlex,2045,FlexNoConstraints,h4510,0.0
baseFlex,2045,FlexNoConstraints,h4511,0.0
baseFlex,2045,FlexNoConstraints,h4512,0.0
baseFlex,2045,FlexNoConstraints,h4513,0.0
baseFlex,2045,FlexNoConstraints,h4514,0.0
baseFlex,2045,FlexNoConstraints,h4515,0.0
baseFlex,2045,FlexNoConstraints,h4516,0.0
baseFlex,2045,FlexNoConstraints,h4517,0.0
baseFlex,2045,FlexNoConstraints,h4518,0.0
baseFlex,2045,FlexNoConstraints,h4519,14098.7056
baseFlex,2045,FlexNoConstraints,h4520,59798.3879
baseFlex,2045,FlexNoConstraints,h4521,59040.0155
baseFlex,2045,FlexNoConstraints,h4522,1880.1679
baseFlex,2045,FlexNoConstraints,h4523,3771.3691
baseFlex,2045,FlexNoConstraints,h4524,6929.6089
baseFlex,2045,FlexNoConstraints,h4525,9717.7907
baseFlex,2045,FlexNoConstraints,h4526,11568.4736
baseFlex,2045,FlexNoConstraints,h4527,13385.3008
baseFlex,2045,FlexNoConstraints,h4528,15912.5552
baseFlex,2045,FlexNoConstraints,h4529,22178.2191
baseFlex,2045,FlexNoConstraints,h4530,23709.2321
baseFlex,2045,FlexNoConstraints,h4531,0.0
baseFlex,2045,FlexNoConstraints,h4532,0.0
baseFlex,2045,FlexNoConstraints,h4533,0.0
baseFlex,2045,FlexNoConstraints,h4534,0.0
baseFlex,2045,FlexNoConstraints,h4535,0.0
baseFlex,2045,FlexNoConstraints,h4536,0.0
baseFlex,2045,FlexNoConstraints,h4537,0.0
baseFlex,2045,FlexNoConstraints,h4538,0.0
baseFlex,2045,FlexNoConstraints,h4539,0.0
baseFlex,2045,FlexNoConstraints,h4540,0.0
baseFlex,2045,FlexNoConstraints,h4541,0.0
baseFlex,2045,FlexNoConstraints,h4542,2458.0123
baseFlex,2045,FlexNoConstraints,h4543,23997.9561
baseFlex,2045,FlexNoConstraints,h4544,45234.2696
baseFlex,2045,FlexNoConstraints,h4545,1127.9313
baseFlex,2045,FlexNoConstraints,h4546,2386.4791
baseFlex,2045,FlexNoConstraints,h4547,4002.0439
baseFlex,2045,FlexNoConstraints,h4548,7533.0086
baseFlex,2045,FlexNoConstraints,h4549,9397.3748
baseFlex,2045,FlexNoConstraints,h4550,11172.1344
baseFlex,2045,FlexNoConstraints,h4551,11686.9949
baseFlex,2045,FlexNoConstraints,h4552,14082.9051
baseFlex,2045,FlexNoConstraints,h4553,19353.037
baseFlex,2045,FlexNoConstraints,h4554,22523.0288
baseFlex,2045,FlexNoConstraints,h4555,0.0
baseFlex,2045,FlexNoConstraints,h4556,0.0
baseFlex,2045,FlexNoConstraints,h4557,0.0
baseFlex,2045,FlexNoConstraints,h4558,0.0
baseFlex,2045,FlexNoConstraints,h4559,0.0
baseFlex,2045,FlexNoConstraints,h4560,0.0
baseFlex,2045,FlexNoConstraints,h4561,0.0
baseFlex,2045,FlexNoConstraints,h4562,0.0
baseFlex,2045,FlexNoConstraints,h4563,0.0
baseFlex,2045,FlexNoConstraints,h4564,0.0
baseFlex,2045,FlexNoConstraints,h4565,0.0
baseFlex,2045,FlexNoConstraints,h4566,0.0
baseFlex,2045,FlexNoConstraints,h4567,3876.6693
baseFlex,2045,FlexNoConstraints,h4568,37293.4917
baseFlex,2045,FlexNoConstraints,h4569,33683.4238
baseFlex,2045,FlexNoConstraints,h4570,1746.0333
baseFlex,2045,FlexNoConstraints,h4571,3757.0967
baseFlex,2045,FlexNoConstraints,h4572,6014.0506
baseFlex,2045,FlexNoConstraints,h4573,9693.1532
baseFlex,2045,FlexNoConstraints,h4574,11183.3842
baseFlex,2045,FlexNoConstraints,h4575,12436.986
baseFlex,2045,FlexNoConstraints,h4576,15645.3168
baseFlex,2045,FlexNoConstraints,h4577,17826.5757
baseFlex,2045,FlexNoConstraints,h4578,5842.0443
baseFlex,2045,FlexNoConstraints,h4579,0.0
baseFlex,2045,FlexNoConstraints,h4580,0.0
baseFlex,2045,FlexNoConstraints,h4581,0.0
baseFlex,2045,FlexNoConstraints,h4582,0.0
baseFlex,2045,FlexNoConstraints,h4583,0.0
baseFlex,2045,FlexNoConstraints,h4584,0.0
baseFlex,2045,FlexNoConstraints,h4585,0.0
baseFlex,2045,FlexNoConstraints,h4586,0.0
baseFlex,2045,FlexNoConstraints,h4587,0.0
baseFlex,2045,FlexNoConstraints,h4588,0.0
baseFlex,2045,FlexNoConstraints,h4589,0.0
baseFlex,2045,FlexNoConstraints,h4590,0.0
baseFlex,2045,FlexNoConstraints,h4591,0.0
baseFlex,2045,FlexNoConstraints,h4592,0.0
baseFlex,2045,FlexNoConstraints,h4593,15915.9922
baseFlex,2045,FlexNoConstraints,h4594,28254.0705
baseFlex,2045,FlexNoConstraints,h4595,52779.4135
baseFlex,2045,FlexNoConstraints,h4596,6356.6628
baseFlex,2045,FlexNoConstraints,h4597,8027.3565
baseFlex,2045,FlexNoConstraints,h4598,9162.4806
baseFlex,2045,FlexNoConstraints,h4599,10547.5283
baseFlex,2045,FlexNoConstraints,h4600,14794.4681
baseFlex,2045,FlexNoConstraints,h4601,21216.2492
baseFlex,2045,FlexNoConstraints,h4602,11105.9748
baseFlex,2045,FlexNoConstraints,h4603,0.0
baseFlex,2045,FlexNoConstraints,h4604,0.0
baseFlex,2045,FlexNoConstraints,h4605,0.0
baseFlex,2045,FlexNoConstraints,h4606,0.0
baseFlex,2045,FlexNoConstraints,h4607,0.0
baseFlex,2045,FlexNoConstraints,h4608,0.0
baseFlex,2045,FlexNoConstraints,h4609,0.0
baseFlex,2045,FlexNoConstraints,h4610,0.0
baseFlex,2045,FlexNoConstraints,h4611,0.0
baseFlex,2045,FlexNoConstraints,h4612,0.0
baseFlex,2045,FlexNoConstraints,h4613,0.0
baseFlex,2045,FlexNoConstraints,h4614,0.0
baseFlex,2045,FlexNoConstraints,h4615,0.0
baseFlex,2045,FlexNoConstraints,h4616,124.4239
baseFlex,2045,FlexNoConstraints,h4617,16519.8349
baseFlex,2045,FlexNoConstraints,h4618,30291.6464
baseFlex,2045,FlexNoConstraints,h4619,41185.2919
baseFlex,2045,FlexNoConstraints,h4620,11971.5363
baseFlex,2045,FlexNoConstraints,h4621,19068.1913
baseFlex,2045,FlexNoConstraints,h4622,12371.7199
baseFlex,2045,FlexNoConstraints,h4623,13044.4728
baseFlex,2045,FlexNoConstraints,h4624,14266.9375
baseFlex,2045,FlexNoConstraints,h4625,21494.7646
baseFlex,2045,FlexNoConstraints,h4626,23406.957
baseFlex,2045,FlexNoConstraints,h4627,2760.5149
baseFlex,2045,FlexNoConstraints,h4628,0.0
baseFlex,2045,FlexNoConstraints,h4629,0.0
baseFlex,2045,FlexNoConstraints,h4630,0.0
baseFlex,2045,FlexNoConstraints,h4631,0.0
baseFlex,2045,FlexNoConstraints,h4632,0.0
baseFlex,2045,FlexNoConstraints,h4633,0.0
baseFlex,2045,FlexNoConstraints,h4634,0.0
baseFlex,2045,FlexNoConstraints,h4635,0.0
baseFlex,2045,FlexNoConstraints,h4636,0.0
baseFlex,2045,FlexNoConstraints,h4637,0.0
baseFlex,2045,FlexNoConstraints,h4638,0.0
baseFlex,2045,FlexNoConstraints,h4639,0.0
baseFlex,2045,FlexNoConstraints,h4640,4814.5747
baseFlex,2045,FlexNoConstraints,h4641,13203.5326
baseFlex,2045,FlexNoConstraints,h4642,2716.115
baseFlex,2045,FlexNoConstraints,h4643,15972.3765
baseFlex,2045,FlexNoConstraints,h4644,26857.4958
baseFlex,2045,FlexNoConstraints,h4645,27645.5046
baseFlex,2045,FlexNoConstraints,h4646,15581.0095
baseFlex,2045,FlexNoConstraints,h4647,13701.6427
baseFlex,2045,FlexNoConstraints,h4648,14180.8924
baseFlex,2045,FlexNoConstraints,h4649,20081.2356
baseFlex,2045,FlexNoConstraints,h4650,0.0
baseFlex,2045,FlexNoConstraints,h4651,0.0
baseFlex,2045,FlexNoConstraints,h4652,0.0
baseFlex,2045,FlexNoConstraints,h4653,0.0
baseFlex,2045,FlexNoConstraints,h4654,0.0
baseFlex,2045,FlexNoConstraints,h4655,0.0
baseFlex,2045,FlexNoConstraints,h4656,0.0
baseFlex,2045,FlexNoConstraints,h4657,0.0
baseFlex,2045,FlexNoConstraints,h4658,0.0
baseFlex,2045,FlexNoConstraints,h4659,0.0
baseFlex,2045,FlexNoConstraints,h4660,0.0
baseFlex,2045,FlexNoConstraints,h4661,0.0
baseFlex,2045,FlexNoConstraints,h4662,0.0
baseFlex,2045,FlexNoConstraints,h4663,0.0
baseFlex,2045,FlexNoConstraints,h4664,5171.5663
baseFlex,2045,FlexNoConstraints,h4665,18891.614
baseFlex,2045,FlexNoConstraints,h4666,16521.1901
baseFlex,2045,FlexNoConstraints,h4667,14609.9923
baseFlex,2045,FlexNoConstraints,h4668,15845.3312
baseFlex,2045,FlexNoConstraints,h4669,55650.9656
baseFlex,2045,FlexNoConstraints,h4670,10698.0403
baseFlex,2045,FlexNoConstraints,h4671,13567.1603
baseFlex,2045,FlexNoConstraints,h4672,16535.0728
baseFlex,2045,FlexNoConstraints,h4673,21956.5586
baseFlex,2045,FlexNoConstraints,h4674,10982.9474
baseFlex,2045,FlexNoConstraints,h4675,0.0
baseFlex,2045,FlexNoConstraints,h4676,0.0
baseFlex,2045,FlexNoConstraints,h4677,0.0
baseFlex,2045,FlexNoConstraints,h4678,0.0
baseFlex,2045,FlexNoConstraints,h4679,0.0
baseFlex,2045,FlexNoConstraints,h4680,0.0
baseFlex,2045,FlexNoConstraints,h4681,0.0
baseFlex,2045,FlexNoConstraints,h4682,0.0
baseFlex,2045,FlexNoConstraints,h4683,0.0
baseFlex,2045,FlexNoConstraints,h4684,0.0
baseFlex,2045,FlexNoConstraints,h4685,0.0
baseFlex,2045,FlexNoConstraints,h4686,0.0
baseFlex,2045,FlexNoConstraints,h4687,0.0
baseFlex,2045,FlexNoConstraints,h4688,5955.0774
baseFlex,2045,FlexNoConstraints,h4689,963.5054
baseFlex,2045,FlexNoConstraints,h4690,16296.8951
baseFlex,2045,FlexNoConstraints,h4691,51811.6058
baseFlex,2045,FlexNoConstraints,h4692,17338.5085
baseFlex,2045,FlexNoConstraints,h4693,22334.3403
baseFlex,2045,FlexNoConstraints,h4694,12563.106
baseFlex,2045,FlexNoConstraints,h4695,13906.2315
baseFlex,2045,FlexNoConstraints,h4696,15392.9216
baseFlex,2045,FlexNoConstraints,h4697,20022.8394
baseFlex,2045,FlexNoConstraints,h4698,0.0
baseFlex,2045,FlexNoConstraints,h4699,0.0
baseFlex,2045,FlexNoConstraints,h4700,0.0
baseFlex,2045,FlexNoConstraints,h4701,0.0
baseFlex,2045,FlexNoConstraints,h4702,0.0
baseFlex,2045,FlexNoConstraints,h4703,0.0
baseFlex,2045,FlexNoConstraints,h4704,0.0
baseFlex,2045,FlexNoConstraints,h4705,0.0
baseFlex,2045,FlexNoConstraints,h4706,0.0
baseFlex,2045,FlexNoConstraints,h4707,0.0
baseFlex,2045,FlexNoConstraints,h4708,0.0
baseFlex,2045,FlexNoConstraints,h4709,0.0
baseFlex,2045,FlexNoConstraints,h4710,0.0
baseFlex,2045,FlexNoConstraints,h4711,0.0
baseFlex,2045,FlexNoConstraints,h4712,3443.2843
baseFlex,2045,FlexNoConstraints,h4713,16924.2785
baseFlex,2045,FlexNoConstraints,h4714,14411.4621
baseFlex,2045,FlexNoConstraints,h4715,39131.8902
baseFlex,2045,FlexNoConstraints,h4716,40349.399
baseFlex,2045,FlexNoConstraints,h4717,8766.8765
baseFlex,2045,FlexNoConstraints,h4718,11063.6658
baseFlex,2045,FlexNoConstraints,h4719,12659.8681
baseFlex,2045,FlexNoConstraints,h4720,16294.1226
baseFlex,2045,FlexNoConstraints,h4721,19360.8911
baseFlex,2045,FlexNoConstraints,h4722,0.0
baseFlex,2045,FlexNoConstraints,h4723,0.0
baseFlex,2045,FlexNoConstraints,h4724,0.0
baseFlex,2045,FlexNoConstraints,h4725,0.0
baseFlex,2045,FlexNoConstraints,h4726,0.0
baseFlex,2045,FlexNoConstraints,h4727,0.0
baseFlex,2045,FlexNoConstraints,h4728,0.0
baseFlex,2045,FlexNoConstraints,h4729,0.0
baseFlex,2045,FlexNoConstraints,h4730,0.0
baseFlex,2045,FlexNoConstraints,h4731,0.0
baseFlex,2045,FlexNoConstraints,h4732,0.0
baseFlex,2045,FlexNoConstraints,h4733,0.0
baseFlex,2045,FlexNoConstraints,h4734,0.0
baseFlex,2045,FlexNoConstraints,h4735,0.0
baseFlex,2045,FlexNoConstraints,h4736,0.0
baseFlex,2045,FlexNoConstraints,h4737,15701.1202
baseFlex,2045,FlexNoConstraints,h4738,79501.0096
baseFlex,2045,FlexNoConstraints,h4739,15688.5838
baseFlex,2045,FlexNoConstraints,h4740,6256.5361
baseFlex,2045,FlexNoConstraints,h4741,7959.2028
baseFlex,2045,FlexNoConstraints,h4742,11150.5372
baseFlex,2045,FlexNoConstraints,h4743,13722.0445
baseFlex,2045,FlexNoConstraints,h4744,17042.8197
baseFlex,2045,FlexNoConstraints,h4745,23368.5175
baseFlex,2045,FlexNoConstraints,h4746,427.088
baseFlex,2045,FlexNoConstraints,h4747,0.0
baseFlex,2045,FlexNoConstraints,h4748,0.0
baseFlex,2045,FlexNoConstraints,h4749,0.0
baseFlex,2045,FlexNoConstraints,h4750,0.0
baseFlex,2045,FlexNoConstraints,h4751,0.0
baseFlex,2045,FlexNoConstraints,h4752,0.0
baseFlex,2045,FlexNoConstraints,h4753,0.0
baseFlex,2045,FlexNoConstraints,h4754,0.0
baseFlex,2045,FlexNoConstraints,h4755,0.0
baseFlex,2045,FlexNoConstraints,h4756,0.0
baseFlex,2045,FlexNoConstraints,h4757,0.0
baseFlex,2045,FlexNoConstraints,h4758,0.0
baseFlex,2045,FlexNoConstraints,h4759,0.0
baseFlex,2045,FlexNoConstraints,h4760,309.9235
baseFlex,2045,FlexNoConstraints,h4761,18193.1888
baseFlex,2045,FlexNoConstraints,h4762,46601.4575
baseFlex,2045,FlexNoConstraints,h4763,42993.0686
baseFlex,2045,FlexNoConstraints,h4764,5916.7635
baseFlex,2045,FlexNoConstraints,h4765,8971.6112
baseFlex,2045,FlexNoConstraints,h4766,12827.0056
baseFlex,2045,FlexNoConstraints,h4767,13411.3463
baseFlex,2045,FlexNoConstraints,h4768,14300.5977
baseFlex,2045,FlexNoConstraints,h4769,21275.5141
baseFlex,2045,FlexNoConstraints,h4770,23438.4209
baseFlex,2045,FlexNoConstraints,h4771,0.0
baseFlex,2045,FlexNoConstraints,h4772,0.0
baseFlex,2045,FlexNoConstraints,h4773,0.0
baseFlex,2045,FlexNoConstraints,h4774,0.0
baseFlex,2045,FlexNoConstraints,h4775,0.0
baseFlex,2045,FlexNoConstraints,h4776,0.0
baseFlex,2045,FlexNoConstraints,h4777,0.0
baseFlex,2045,FlexNoConstraints,h4778,0.0
baseFlex,2045,FlexNoConstraints,h4779,0.0
baseFlex,2045,FlexNoConstraints,h4780,0.0
baseFlex,2045,FlexNoConstraints,h4781,0.0
baseFlex,2045,FlexNoConstraints,h4782,0.0
baseFlex,2045,FlexNoConstraints,h4783,0.0
baseFlex,2045,FlexNoConstraints,h4784,0.0
baseFlex,2045,FlexNoConstraints,h4785,5026.4394
baseFlex,2045,FlexNoConstraints,h4786,12818.3465
baseFlex,2045,FlexNoConstraints,h4787,22418.9455
baseFlex,2045,FlexNoConstraints,h4788,42066.07
baseFlex,2045,FlexNoConstraints,h4789,25405.7045
baseFlex,2045,FlexNoConstraints,h4790,12386.8333
baseFlex,2045,FlexNoConstraints,h4791,13002.1066
baseFlex,2045,FlexNoConstraints,h4792,14163.9149
baseFlex,2045,FlexNoConstraints,h4793,20779.2213
baseFlex,2045,FlexNoConstraints,h4794,2055.3426
baseFlex,2045,FlexNoConstraints,h4795,0.0
baseFlex,2045,FlexNoConstraints,h4796,0.0
baseFlex,2045,FlexNoConstraints,h4797,0.0
baseFlex,2045,FlexNoConstraints,h4798,0.0
baseFlex,2045,FlexNoConstraints,h4799,0.0
baseFlex,2045,FlexNoConstraints,h4800,0.0
baseFlex,2045,FlexNoConstraints,h4801,0.0
baseFlex,2045,FlexNoConstraints,h4802,0.0
baseFlex,2045,FlexNoConstraints,h4803,0.0
baseFlex,2045,FlexNoConstraints,h4804,0.0
baseFlex,2045,FlexNoConstraints,h4805,0.0
baseFlex,2045,FlexNoConstraints,h4806,0.0
baseFlex,2045,FlexNoConstraints,h4807,0.0
baseFlex,2045,FlexNoConstraints,h4808,0.0
baseFlex,2045,FlexNoConstraints,h4809,14139.6609
baseFlex,2045,FlexNoConstraints,h4810,26296.6729
baseFlex,2045,FlexNoConstraints,h4811,42966.7544
baseFlex,2045,FlexNoConstraints,h4812,16822.4522
baseFlex,2045,FlexNoConstraints,h4813,9753.2376
baseFlex,2045,FlexNoConstraints,h4814,22629.46
baseFlex,2045,FlexNoConstraints,h4815,13008.0869
baseFlex,2045,FlexNoConstraints,h4816,15306.0077
baseFlex,2045,FlexNoConstraints,h4817,784.7881
baseFlex,2045,FlexNoConstraints,h4818,0.0
baseFlex,2045,FlexNoConstraints,h4819,0.0
baseFlex,2045,FlexNoConstraints,h4820,0.0
baseFlex,2045,FlexNoConstraints,h4821,0.0
baseFlex,2045,FlexNoConstraints,h4822,0.0
baseFlex,2045,FlexNoConstraints,h4823,0.0
baseFlex,2045,FlexNoConstraints,h4824,0.0
baseFlex,2045,FlexNoConstraints,h4825,0.0
baseFlex,2045,FlexNoConstraints,h4826,173.68
baseFlex,2045,FlexNoConstraints,h4827,58.8002
baseFlex,2045,FlexNoConstraints,h4828,72.7171
baseFlex,2045,FlexNoConstraints,h4829,165.5583
baseFlex,2045,FlexNoConstraints,h4830,95.3554
baseFlex,2045,FlexNoConstraints,h4831,560.2698
baseFlex,2045,FlexNoConstraints,h4832,23485.2325
baseFlex,2045,FlexNoConstraints,h4833,16726.9104
baseFlex,2045,FlexNoConstraints,h4834,73188.1917
